Month_Year,Category,Ship_State,Order_Region,Total_Revenue,Total_Orders,Total_Units_Sold,Revenue_Segment
Sep-2022,SET,WEST BENGAL,Domestic,142818.0,492,481.0,Medium
Mar-2024,SET,NETHERLANDS,International,289785.87,367,360.0,Low
Jun-2023,BOTTOM,SPAIN,International,414465.55,870,767.0,Low
Nov-2022,SAREE,MADHYA PRADESH,Domestic,6165328.0,9925,9445.0,High
Apr-2024,BLOUSE,POLAND,International,441165.49,294,264.0,Low
Jun-2025,BLOUSE,UNITED STATES,International,418882.57,571,555.0,Low
Nov-2025,BOTTOM,CHANDIGARH,Domestic,350985.3,581,605.0,Low
Feb-2023,BLOUSE,UTTARAKHAND,Domestic,465012.47,391,356.0,Low
Jul-2022,KURTA,PUNJAB/MOHALI/ZIRAKPUR,Domestic,398934.49,370,327.0,Low
Jun-2024,SAREE,INDONESIA,International,93043808.9,181736,164847.0,High
Apr-2024,KURTA,SWITZERLAND,International,480947.95,456,411.0,Low
Aug-2022,SAREE,MADHYA PRADESH,Domestic,108407.0,304,294.0,Medium
Apr-2023,TOP,LADAKH,Domestic,7564723.06,5856,5799.0,Medium
Mar-2022,KURTA,SPAIN,International,2326657.97,3138,2833.0,Medium
May-2025,SAREE,INDONESIA,International,129892321.35,291272,268750.0,High
Apr-2022,BLOUSE,CHHATTISGARH,Domestic,447642.0,936,936.0,High
May-2022,SET,ASSAM,Domestic,160199084.0,189869,182526.0,High
Aug-2023,TOP,JHARKHAND,Domestic,4383559.5,5413,5018.0,Medium
Jan-2023,BLOUSE,SIKKIM,Domestic,11333216.61,17445,16284.0,Medium
Sep-2022,SAREE,MIZORAM,Domestic,6302194.8,6443,6364.0,Medium
Jul-2023,TOP,JAPAN,International,486318.87,990,911.0,Low
May-2022,SET,PUNJAB,Domestic,216312192.0,276936,261201.0,High
Mar-2023,BLOUSE,MEXICO,International,16049189.98,17645,17646.0,Medium
Aug-2021,BLOUSE,BELGIUM,International,432936.41,336,297.0,Low
Dec-2023,BLOUSE,BRAZIL,International,362963.35,258,240.0,Low
May-2025,TOP,GOA,Domestic,13073475.25,16486,15746.0,Medium
May-2022,BLOUSE,TAMIL NADU,Domestic,10643278.14,13104,13435.0,Medium
Jul-2022,SAREE,DELHI,Domestic,40431.0,217,196.0,Medium
Apr-2025,KURTA,LAKSHADWEEP,Domestic,165824.76,132,123.0,Low
Apr-2022,BOTTOM,CHANDIGARH,Domestic,4351.0,19,19.0,Low
Sep-2021,KURTA,PONDICHERRY,Domestic,33753165.24,33756,28768.0,High
Jul-2025,BOTTOM,NETHERLANDS,International,14022604.67,9816,9432.0,Medium
Aug-2022,BOTTOM,JAMMU & KASHMIR,Domestic,476870.79,369,362.0,Low
Sep-2022,TOP,ITALY,International,52772.19,58,60.0,Low
Jun-2022,SET,ORISSA,Domestic,801436.0,1049,1049.0,High
Sep-2021,BOTTOM,MALAYSIA,International,406607518.06,335431,295440.0,High
Sep-2021,SET,PUNJAB/MOHALI/ZIRAKPUR,Domestic,496061.75,759,677.0,Low
Sep-2022,BOTTOM,International,International,30428684.0,27716,27328.0,High
Apr-2021,SAREE,FRANCE,International,205527.31,157,139.0,Low
Jul-2024,KURTA,INDONESIA,International,196066824.87,250323,212842.0,High
Mar-2022,BLOUSE,NEW ZEALAND,International,335115.87,1094,965.0,Low
Nov-2024,SET,UNITED STATES,International,476033194.53,923736,789872.0,High
Aug-2023,SAREE,RAJSTHAN,Domestic,427464.93,587,529.0,Low
Jan-2025,TOP,MIZORAM,Domestic,2922615.76,2936,2886.0,Medium
Nov-2021,SAREE,RAJSTHAN,Domestic,215535451.62,232847,239672.0,High
Jun-2022,SET,SIKKIM,Domestic,29762228.0,34617,34617.0,High
Nov-2023,SET,UNITED STATES,International,197114054.08,148704,150256.0,High
Apr-2023,KURTA,DELHI,Domestic,6231376.83,7457,7422.0,Medium
Mar-2023,KURTA,MANIPUR,Domestic,59947071.78,44885,42466.0,High
May-2023,SAREE,DENMARK,International,80499.32,259,221.0,Low
Aug-2024,SET,CHHATTISGARH,Domestic,303296.53,335,288.0,Low
Feb-2025,KURTA,UTTARAKHAND,Domestic,253541.59,749,728.0,Low
Aug-2022,BOTTOM,UNITED STATES,International,140692370.97,223435,199180.0,High
Jun-2022,BLOUSE,WEST BENGAL,Domestic,833274.0,1404,1404.0,High
Jun-2022,BOTTOM,PUNJAB,Domestic,12008.0,38,38.0,Low
Apr-2022,BOTTOM,JAMMU & KASHMIR,Domestic,7163.0,19,19.0,Low
Feb-2024,BOTTOM,NEW ZEALAND,International,96574.33,96,98.0,Low
Nov-2024,BLOUSE,NEW DELHI,Domestic,201454909.87,650421,554061.0,High
Nov-2021,SAREE,JAMMU & KASHMIR,Domestic,152257552.23,170420,149004.0,High
Jun-2022,BLOUSE,HARYANA,Domestic,617292.0,936,936.0,High
May-2023,KURTA,PUDUCHERRY,Domestic,6198854.66,9481,8731.0,Medium
May-2022,SAREE,JAMMU & KASHMIR,Domestic,120393.0,147,147.0,High
Jan-2021,KURTA,SINGAPORE,International,312362.59,715,657.0,Low
Jun-2022,BLOUSE,DELHI,Domestic,228720.64,171,164.0,Low
Nov-2023,SET,NL,Domestic,181814.92,241,230.0,Low
Sep-2023,TOP,RAJSTHAN,Domestic,247685.73,260,263.0,Low
Feb-2021,SAREE,SWEDEN,International,472632232.07,585766,542104.0,High
Feb-2025,KURTA,RAJASTHAN,Domestic,381034348.28,421361,433500.0,High
Aug-2025,SAREE,PUNJAB,Domestic,121937914.55,91744,79057.0,High
Jul-2023,SET,MANIPUR,Domestic,3611029.16,2649,2256.0,Medium
Jan-2024,KURTA,SAUDI ARABIA,International,262188.07,614,607.0,Low
Jun-2025,KURTA,RAJASTHAN,Domestic,51760986.43,92574,81055.0,High
Sep-2021,SAREE,JAPAN,International,143257.73,255,250.0,Low
Aug-2024,BOTTOM,JHARKHAND,Domestic,189105130.1,287072,276153.0,High
Jun-2022,SET,UTTAR PRADESH,Domestic,1018761526.0,1243065,1196909.0,High
Aug-2021,BLOUSE,BIHAR,Domestic,455495.88,673,665.0,Low
Jun-2021,BLOUSE,PORTUGAL,International,337608458.43,383303,326214.0,High
Nov-2024,BOTTOM,MEXICO,International,12663191.0,41280,36626.0,Medium
Feb-2024,BOTTOM,VIETNAM,International,17078352.93,11407,11719.0,Medium
Nov-2021,BLOUSE,MIZORAM,Domestic,384209.21,413,369.0,Low
Jun-2022,KURTA,ODISHA,Domestic,381863880.0,796360,766728.0,High
Jan-2025,BLOUSE,SWITZERLAND,International,2817625.28,8862,9110.0,Medium
Jun-2022,BOTTOM,TELANGANA,Domestic,85709.0,247,247.0,Medium
May-2022,TOP,PONDICHERRY,Domestic,455469.0,861,861.0,High
Jan-2025,KURTA,NAGALAND,Domestic,475801648.43,354223,335329.0,High
Dec-2022,BLOUSE,NEW DELHI,Domestic,492214.06,446,435.0,Low
Oct-2024,BOTTOM,WEST BENGAL,Domestic,4782571.39,4297,4304.0,Medium
Oct-2024,BOTTOM,RAJSTHAN,Domestic,7931460.02,6817,6252.0,Medium
Apr-2022,KURTA,GOA,Domestic,286859984.0,685240,659312.0,High
Apr-2022,SAREE,SOUTH KOREA,International,269528.78,456,396.0,Low
Dec-2023,SET,SWITZERLAND,International,262367745.96,512743,519176.0,High
Nov-2024,SAREE,CANADA,International,95190741.61,65944,61399.0,High
May-2022,SET,NORWAY,International,18476547.58,45487,40446.0,Medium
Jul-2022,KURTA,PUNJAB,Domestic,23361978.0,18589,16618.0,High
Aug-2025,TOP,PUNJAB,Domestic,16716980.78,12155,11339.0,Medium
Mar-2022,SAREE,SWEDEN,International,19405968.91,16765,14387.0,Medium
Aug-2022,BOTTOM,MADHYA PRADESH,Domestic,19037059.0,15517,14635.0,High
Nov-2021,SET,NL,Domestic,14765461.33,19778,18875.0,Medium
Apr-2022,SET,ANDAMAN & NICOBAR,Domestic,28848549.0,37764,36715.0,High
Jun-2024,SET,CHHATTISGARH,Domestic,17528459.96,15296,13262.0,Medium
Aug-2025,SET,UTTAR PRADESH,Domestic,383642.2,630,591.0,Low
Mar-2021,SAREE,UNITED STATES,International,205435123.08,207802,193904.0,High
Oct-2025,KURTA,SOUTH KOREA,International,436351.67,438,409.0,Low
Jun-2022,SAREE,SAUDI ARABIA,International,372834101.03,294922,267319.0,High
Dec-2021,TOP,SINGAPORE,International,152897585.36,430363,445926.0,High
Jun-2022,KURTA,ASSAM,Domestic,255538960.0,581528,559304.0,High
Apr-2023,BOTTOM,JAMMU & KASHMIR,Domestic,168912936.2,326013,309981.0,High
Mar-2022,KURTA,DELHI,Domestic,468248.89,325,316.0,Low
Mar-2023,BOTTOM,UNITED STATES,International,168921.15,117,118.0,Low
Jan-2023,TOP,DADRA AND NAGAR,Domestic,459914792.54,663269,613136.0,High
Jul-2022,SAREE,TAMIL NADU,Domestic,22590679.0,17347,15364.0,High
Mar-2023,BOTTOM,POLAND,International,79830765.92,54915,53661.0,High
Jun-2025,TOP,ITALY,International,801907.95,1277,1086.0,Medium
May-2021,TOP,CHANDIGARH,Domestic,10166223.13,7160,6714.0,Medium
Nov-2025,SAREE,GUJARAT,Domestic,123770.54,91,92.0,Low
Nov-2022,BLOUSE,DELHI,Domestic,76964.0,394,377.0,Medium
Aug-2022,SET,KERALA,Domestic,147150.0,467,436.0,Medium
May-2024,TOP,BRAZIL,International,398372099.92,652168,646778.0,High
Apr-2024,BOTTOM,GOA,Domestic,358547188.42,303205,276128.0,High
Sep-2021,BLOUSE,UTTARAKHAND,Domestic,3833259.85,4780,4786.0,Medium
Aug-2023,SET,GERMANY,International,417252925.45,285508,293492.0,High
Apr-2022,TOP,HIMACHAL PRADESH,Domestic,6875946.0,14637,14637.0,High
Apr-2025,KURTA,SWITZERLAND,International,261312.48,226,204.0,Low
Jun-2022,SET,UNITED KINGDOM,International,105937.66,276,240.0,Low
Apr-2025,SAREE,NEW ZEALAND,International,46337.96,33,33.0,Low
Nov-2022,BOTTOM,MADHYA PRADESH,Domestic,3368.0,42,37.0,Low
May-2025,BLOUSE,PORTUGAL,International,1934234.34,3409,3408.0,Medium
Jun-2023,SET,SOUTH KOREA,International,425209230.0,910194,868367.0,High
Jan-2023,SAREE,RAJASTHAN,Domestic,353424.19,266,248.0,Low
May-2023,KURTA,DENMARK,International,5420293.51,3876,3500.0,Medium
May-2021,TOP,KARNATAKA,Domestic,398451.48,1040,982.0,Low
Mar-2023,BOTTOM,LADAKH,Domestic,252910618.77,491091,504953.0,High
Nov-2024,KURTA,UTTARAKHAND,Domestic,1369115.79,934,927.0,Medium
Jun-2023,BLOUSE,MADHYA PRADESH,Domestic,497866.14,568,537.0,Low
Mar-2022,SAREE,ANDAMAN & NICOBAR,Domestic,14282155.73,28538,25214.0,Medium
Jul-2023,TOP,MADHYA PRADESH,Domestic,195848.86,549,486.0,Low
Sep-2023,TOP,BRAZIL,International,10843272.3,9899,9582.0,Medium
Aug-2025,BOTTOM,SOUTH AFRICA,International,61975560.5,63926,57583.0,High
Feb-2024,BOTTOM,ARUNACHAL PRADESH,Domestic,10676314.76,27444,24381.0,Medium
Sep-2023,SAREE,MALAYSIA,International,449478834.0,723562,674446.0,High
Dec-2022,BLOUSE,NORWAY,International,111146.42,354,310.0,Low
Jul-2025,BLOUSE,SAUDI ARABIA,International,153222.18,140,136.0,Low
Oct-2021,SET,SWITZERLAND,International,312049.81,367,341.0,Low
Jul-2023,SAREE,SOUTH KOREA,International,100057920.89,79606,79130.0,High
May-2025,TOP,GERMANY,International,7761812.99,6301,6106.0,Medium
Jul-2025,SAREE,VIETNAM,International,177730.57,214,212.0,Low
Apr-2025,SAREE,AUSTRALIA,International,439662348.91,952824,842828.0,High
Feb-2025,SAREE,PONDICHERRY,Domestic,356327.35,285,253.0,Low
Aug-2024,BLOUSE,INDONESIA,International,13347680.38,13623,12864.0,Medium
Jun-2024,BLOUSE,GUJARAT,Domestic,268218026.29,220513,207164.0,High
Nov-2023,KURTA,JAPAN,International,102923512.77,136279,140662.0,High
Oct-2025,KURTA,THAILAND,International,217287.73,165,162.0,Low
Aug-2025,SET,CANADA,International,11820125.9,11663,10592.0,Medium
Dec-2021,SET,HIMACHAL PRADESH,Domestic,88157244.49,132549,116358.0,High
Sep-2024,BLOUSE,TRIPURA,Domestic,353045785.41,328574,324458.0,High
Jun-2023,TOP,MANIPUR,Domestic,13141010.6,25926,26560.0,Medium
Sep-2024,SAREE,MAHARASHTRA,Domestic,224835.52,668,670.0,Low
Apr-2022,TOP,MEXICO,International,323506798.68,305127,292053.0,High
Jun-2022,SAREE,CANADA,International,223266052.31,227306,219392.0,High
Sep-2022,BOTTOM,FRANCE,International,306829.66,524,456.0,Low
Jun-2024,TOP,NORWAY,International,269648.7,350,341.0,Low
Jul-2025,KURTA,ANDHRA PRADESH,Domestic,34590759.11,42166,40643.0,High
Apr-2022,KURTA,ODISHA,Domestic,466693.77,1103,1144.0,Low
Feb-2025,SET,ITALY,International,345751729.85,914107,833196.0,High
Mar-2024,BOTTOM,TAMIL NADU,Domestic,221438.98,384,366.0,Low
May-2022,SET,MIZORAM,Domestic,5529279.0,7343,7343.0,High
May-2021,SET,SWITZERLAND,International,264420.04,256,230.0,Low
Apr-2022,BLOUSE,BIHAR,Domestic,719550.0,1404,1404.0,High
Feb-2023,SAREE,HIMACHAL PRADESH,Domestic,148555.07,223,233.0,Low
Sep-2021,SAREE,MANIPUR,Domestic,16876496.87,37256,37630.0,Medium
Nov-2025,BLOUSE,DELHI,Domestic,81889906.6,139379,142432.0,High
Sep-2024,TOP,MIZORAM,Domestic,140279156.77,180475,168856.0,High
Nov-2022,SET,GOA,Domestic,126245.0,461,457.0,Medium
May-2025,KURTA,SAUDI ARABIA,International,189228.04,131,119.0,Low
Mar-2024,BLOUSE,LADAKH,Domestic,176810730.82,214418,194239.0,High
Dec-2022,BOTTOM,SOUTH AFRICA,International,11026934.19,22302,22710.0,Medium
Mar-2022,SET,MANIPUR,Domestic,18063686.35,22409,20288.0,Medium
Feb-2021,KURTA,HIMACHAL PRADESH,Domestic,11756941.07,8782,9187.0,Medium
Dec-2021,KURTA,PORTUGAL,International,9980386.26,23166,20842.0,Medium
Jun-2025,BOTTOM,SOUTH AFRICA,International,78843.68,102,95.0,Low
Jul-2022,KURTA,KERALA,Domestic,7162.0,51,46.0,Low
Sep-2021,SET,UNITED KINGDOM,International,263399563.55,247211,258838.0,High
Feb-2021,TOP,NETHERLANDS,International,50530.58,35,35.0,Low
Mar-2022,SET,DELHI,Domestic,218491.73,305,281.0,Low
Jul-2022,BOTTOM,SINGAPORE,International,193392.69,259,262.0,Low
Dec-2022,BOTTOM,NORWAY,International,62233.14,159,158.0,Low
Jun-2022,SET,NEW DELHI,Domestic,3777449.0,5245,5245.0,High
Dec-2025,KURTA,DADRA AND NAGAR,Domestic,13750406.44,20263,20435.0,Medium
Dec-2023,BOTTOM,MADHYA PRADESH,Domestic,14753096.7,22863,22803.0,Medium
Dec-2023,BOTTOM,SOUTH AFRICA,International,387514.52,701,666.0,Low
Mar-2024,BOTTOM,ANDHRA PRADESH,Domestic,160943548.04,206465,210694.0,High
Sep-2025,SET,TRIPURA,Domestic,386362.41,296,258.0,Low
Jul-2023,SET,SWEDEN,International,499926.13,1651,1614.0,Low
Jun-2022,TOP,UTTARAKHAND,Domestic,18064641.0,30996,29274.0,High
Oct-2025,BLOUSE,VIETNAM,International,19706288.44,15433,13626.0,Medium
May-2022,BOTTOM,KARNATAKA,Domestic,83087.0,323,285.0,Medium
Feb-2021,TOP,SIKKIM,Domestic,132633652.05,199799,181416.0,High
Jun-2025,KURTA,AUSTRALIA,International,340627069.19,360134,363171.0,High
Feb-2024,BOTTOM,International,Domestic,342454049.72,442899,376577.0,High
Sep-2022,SAREE,BIHAR,Domestic,2488926.0,4636,4269.0,High
Feb-2021,SAREE,LADAKH,Domestic,8059151.71,7608,7537.0,Medium
May-2023,SAREE,KARNATAKA,Domestic,427274.89,319,297.0,Low
Jul-2021,KURTA,ITALY,International,8614834.67,9398,9686.0,Medium
Jun-2025,BLOUSE,UNITED KINGDOM,International,368487.89,605,535.0,Low
Oct-2021,TOP,IRELAND,International,7236876.65,5727,5486.0,Medium
Oct-2022,SAREE,NORWAY,International,195859.79,164,146.0,Low
May-2022,KURTA,ANDHRA PRADESH,Domestic,1091791040.0,2411304,2307592.0,High
Dec-2025,SET,SPAIN,International,402794709.3,396854,362291.0,High
Jun-2022,BOTTOM,MADHYA PRADESH,Domestic,22401.0,76,76.0,Low
May-2022,TOP,WEST BENGAL,Domestic,80959830.0,164451,159285.0,High
Jul-2022,SET,International,International,8874166.0,5793,5392.0,High
May-2022,TOP,DELHI,Domestic,139000701.0,275520,266910.0,High
Jul-2022,BOTTOM,PUNJAB,Domestic,19761817.64,42615,42147.0,Medium
Dec-2021,TOP,ARUNACHAL PRADESH,Domestic,15054076.24,22339,22766.0,Medium
Oct-2024,SET,NETHERLANDS,International,210676223.1,338467,311227.0,High
Oct-2023,KURTA,ASSAM,Domestic,129114594.11,182601,173405.0,High
Jun-2022,KURTA,ARUNACHAL PRADESH,Domestic,8085832.0,14816,14816.0,High
Jun-2023,BLOUSE,SOUTH AFRICA,International,301126.83,258,251.0,Low
Dec-2022,TOP,BRAZIL,International,282345.22,325,296.0,Low
Jan-2024,SET,BELGIUM,International,21293.07,15,13.0,Low
Nov-2021,SAREE,GERMANY,International,140338.87,200,192.0,Low
Aug-2023,SET,HARYANA,Domestic,286826.78,706,658.0,Low
Nov-2022,BLOUSE,SIKKIM,Domestic,478741.16,1250,1076.0,Low
Jun-2022,KURTA,RAJSTHAN,Domestic,1929784.0,3704,3704.0,High
Nov-2023,BOTTOM,POLAND,International,426422.88,655,578.0,Low
Oct-2024,SAREE,MALAYSIA,International,11772463.46,15673,14998.0,Medium
Dec-2021,KURTA,UTTAR PRADESH,Domestic,436944.47,351,317.0,Low
Sep-2021,SET,NETHERLANDS,International,17086203.3,31534,32697.0,Medium
Nov-2022,KURTA,HIMACHAL PRADESH,Domestic,211436.85,294,302.0,Low
Apr-2022,TOP,JAMMU & KASHMIR,Domestic,4617543.0,10332,8610.0,High
Jun-2022,KURTA,MIZORAM,Domestic,8708104.0,22224,18520.0,High
Apr-2022,KURTA,HIMACHAL PRADESH,Domestic,14317154.09,16488,14205.0,Medium
Apr-2022,TOP,GOA,Domestic,11848442.34,19024,19204.0,Medium
Aug-2023,BOTTOM,JAMMU & KASHMIR,Domestic,228924.0,273,284.0,Low
Nov-2022,SET,BELGIUM,International,4828457.16,8364,8233.0,Medium
Dec-2024,BOTTOM,UNITED STATES,International,9515934.22,11966,10784.0,Medium
Jun-2022,BLOUSE,HIMACHAL PRADESH,Domestic,205686.0,234,234.0,High
Aug-2021,SET,ODISHA,Domestic,47633.49,65,62.0,Low
Nov-2022,SAREE,RAJSHTHAN,Domestic,163051.06,152,135.0,Low
Aug-2023,TOP,NETHERLANDS,International,15357720.33,16948,17755.0,Medium
Sep-2022,SAREE,HARYANA,Domestic,3833539.0,2748,2657.0,High
Jun-2022,SET,BIHAR,Domestic,223871286.0,259103,252809.0,High
Nov-2023,SAREE,SOUTH AFRICA,International,99486.31,100,97.0,Low
Mar-2022,TOP,GUJARAT,Domestic,384006.0,861,861.0,High
Dec-2022,BLOUSE,GERMANY,International,83492581.34,60471,59760.0,High
May-2022,BLOUSE,KARNATAKA,Domestic,8189064.0,16146,15444.0,High
Jun-2022,SET,KERALA,Domestic,393605780.0,490932,465756.0,High
Apr-2024,BOTTOM,TAMIL NADU,Domestic,16511028.06,40190,39579.0,Medium
May-2023,BLOUSE,SINGAPORE,International,298762879.55,251056,247301.0,High
Sep-2023,TOP,NETHERLANDS,International,407411369.75,439047,383441.0,High
Sep-2025,BLOUSE,RAJSTHAN,Domestic,301111.27,261,265.0,Low
Aug-2022,TOP,PB,Domestic,444436.07,529,470.0,Low
Apr-2022,BOTTOM,SOUTH KOREA,International,220357281.51,388960,339940.0,High
May-2022,SAREE,UTTAR PRADESH,Domestic,338247.0,588,441.0,High
Nov-2024,BLOUSE,PB,Domestic,268535.98,291,301.0,Low
Apr-2021,BLOUSE,CANADA,International,325300385.01,441249,401116.0,High
Dec-2022,TOP,UTTARAKHAND,Domestic,92849.72,120,111.0,Low
Aug-2024,TOP,SAUDI ARABIA,International,371499472.36,301459,308842.0,High
Nov-2024,BLOUSE,HARYANA,Domestic,254400758.24,777785,767973.0,High
Aug-2024,SAREE,ASSAM,Domestic,170904819.71,134343,121342.0,High
Jan-2021,TOP,MADHYA PRADESH,Domestic,226366917.15,204383,184982.0,High
Nov-2025,SAREE,KARNATAKA,Domestic,145748270.85,98789,99722.0,High
Apr-2021,BLOUSE,PORTUGAL,International,109345230.92,156682,159973.0,High
Apr-2021,SAREE,FRANCE,International,290556786.09,345562,340175.0,High
Nov-2021,BOTTOM,NEW ZEALAND,International,10062966.12,19989,17194.0,Medium
Nov-2025,KURTA,PORTUGAL,International,275435592.79,642658,596608.0,High
Sep-2024,BOTTOM,WEST BENGAL,Domestic,18912476.8,14842,14817.0,Medium
Jul-2022,SET,THAILAND,International,201434043.26,175755,158134.0,High
Oct-2025,BLOUSE,SINGAPORE,International,289688313.46,469232,411044.0,High
Feb-2025,SET,CHANDIGARH,Domestic,79186786.55,89604,87367.0,High
Mar-2023,TOP,PUDUCHERRY,Domestic,3099872.92,2344,2375.0,Medium
Apr-2023,KURTA,SOUTH KOREA,International,19753685.21,34643,34035.0,Medium
Apr-2022,TOP,ODISHA,Domestic,17306100.0,34440,34440.0,High
Mar-2022,BOTTOM,PORTUGAL,International,31671663.89,29473,26096.0,High
Mar-2024,BOTTOM,CHHATTISGARH,Domestic,18768641.89,37731,33833.0,Medium
Sep-2022,SET,International,International,35934983.0,23290,19864.0,High
Apr-2023,TOP,SAUDI ARABIA,International,17237443.42,20129,20266.0,Medium
May-2022,TOP,TELANGANA,Domestic,102931689.0,199752,193725.0,High
Dec-2022,BLOUSE,DELHI,Domestic,135179.0,417,385.0,Medium
Mar-2023,KURTA,DELHI,Domestic,311381.67,609,580.0,Low
Jan-2021,BLOUSE,TELANGANA,Domestic,134964881.56,107670,92266.0,High
Nov-2025,SAREE,SAUDI ARABIA,International,359406116.56,261443,234591.0,High
Jul-2024,TOP,FRANCE,International,240557971.93,334191,326003.0,High
Sep-2021,TOP,NORWAY,International,172666.04,201,171.0,Low
Feb-2023,BOTTOM,SWEDEN,International,268645007.06,259053,232453.0,High
Jun-2022,KURTA,DELHI,Domestic,940864152.0,2033496,1970528.0,High
Sep-2025,KURTA,ANDAMAN & NICOBAR,Domestic,2895379.59,7210,6195.0,Medium
Apr-2022,SAREE,HARYANA,Domestic,330162.0,588,441.0,High
May-2022,BOTTOM,KERALA,Domestic,48678.0,133,133.0,Low
May-2021,BOTTOM,RJ,Domestic,193024.89,308,276.0,Low
Sep-2021,SAREE,PORTUGAL,International,483345307.34,1340763,1378407.0,High
May-2022,BLOUSE,TAMIL NADU,Domestic,3072654.0,7254,6084.0,High
Apr-2021,BOTTOM,SWITZERLAND,International,14172812.3,12088,11633.0,Medium
Aug-2021,SAREE,NETHERLANDS,International,176101374.21,507316,458816.0,High
Aug-2024,BOTTOM,INDONESIA,International,15786431.9,12246,12181.0,Medium
Mar-2021,KURTA,RAJSTHAN,Domestic,305663203.95,979976,923940.0,High
Aug-2022,SAREE,BIHAR,Domestic,7111.0,49,42.0,Low
Jan-2021,BOTTOM,SOUTH KOREA,International,83114777.55,131995,122612.0,High
Feb-2025,TOP,MADHYA PRADESH,Domestic,280226004.47,248523,234572.0,High
Jul-2025,BOTTOM,MEGHALAYA,Domestic,144113.31,282,258.0,Low
Nov-2021,SET,RJ,Domestic,367784.99,372,348.0,Low
Mar-2024,KURTA,SOUTH AFRICA,International,8134973.44,7037,6909.0,Medium
Jun-2021,BLOUSE,UNITED KINGDOM,International,187973570.97,132829,122979.0,High
Oct-2021,KURTA,NETHERLANDS,International,218709.48,146,126.0,Low
May-2022,TOP,BIHAR,Domestic,13226682.0,26691,25830.0,High
Jul-2025,SET,NEW ZEALAND,International,318063246.21,247833,248397.0,High
Aug-2022,KURTA,GERMANY,International,46925.94,41,39.0,Low
Jul-2022,SET,PORTUGAL,International,375561.99,375,390.0,Low
Apr-2022,TOP,CHANDIGARH,Domestic,5612859.0,10332,10332.0,High
Jul-2021,SAREE,RAJSTHAN,Domestic,233253.39,209,200.0,Low
Apr-2022,TOP,MIZORAM,Domestic,2456433.0,5166,5166.0,High
Mar-2023,BOTTOM,CHHATTISGARH,Domestic,15778279.3,50471,50591.0,Medium
Dec-2024,KURTA,MIZORAM,Domestic,352562.04,250,231.0,Low
Dec-2024,KURTA,VIETNAM,International,37574.74,47,45.0,Low
Jan-2025,SAREE,TRIPURA,Domestic,306013.36,255,264.0,Low
Apr-2022,BLOUSE,JHARKHAND,Domestic,945360.0,2106,1872.0,High
Aug-2025,BLOUSE,RJ,Domestic,19108039.61,40591,40253.0,Medium
Jun-2024,TOP,UTTAR PRADESH,Domestic,312187012.25,221035,217282.0,High
Dec-2025,TOP,ASSAM,Domestic,217206.36,196,167.0,Low
Feb-2023,KURTA,GOA,Domestic,15363135.14,15210,13512.0,Medium
Nov-2022,TOP,CHHATTISGARH,Domestic,142698.0,488,463.0,Medium
Sep-2022,BLOUSE,ASSAM,Domestic,16590077.82,18545,17196.0,Medium
Sep-2023,TOP,MIZORAM,Domestic,150062.31,389,357.0,Low
May-2025,KURTA,MIZORAM,Domestic,366638.74,888,871.0,Low
Sep-2024,BLOUSE,MEXICO,International,4472489.17,6312,5966.0,Medium
Apr-2022,TOP,ANDAMAN & NICOBAR,Domestic,2483124.0,4305,4305.0,High
Jul-2022,SET,MIZORAM,Domestic,219817.81,189,186.0,Low
Feb-2021,SET,FRANCE,International,74207188.49,56625,50874.0,High
May-2022,BOTTOM,HARYANA,Domestic,35644.0,114,114.0,Low
Aug-2022,BLOUSE,International,Domestic,186466.84,460,477.0,Low
Mar-2022,SET,TRIPURA,Domestic,721712.0,1049,1049.0,High
Oct-2022,SAREE,RAJSHTHAN,Domestic,9018588.7,7672,7695.0,Medium
Jun-2022,TOP,WEST BENGAL,Domestic,48785982.0,89544,86100.0,High
Nov-2023,TOP,SOUTH KOREA,International,6043621.64,6025,5828.0,Medium
Apr-2023,BLOUSE,GERMANY,International,6149695.68,10485,9360.0,Medium
Oct-2024,KURTA,MEGHALAYA,Domestic,160750.99,458,447.0,Low
Jun-2022,SET,CHANDIGARH,Domestic,26302626.0,36715,33568.0,High
Sep-2025,SET,SIKKIM,Domestic,32001974.17,25747,23539.0,High
Oct-2022,BOTTOM,NEW DELHI,Domestic,350852.89,1154,1123.0,Low
Aug-2023,BLOUSE,ARUNACHAL PRADESH,Domestic,14415343.64,26256,25304.0,Medium
May-2022,TOP,THAILAND,International,8200189.6,12573,10722.0,Medium
Sep-2021,TOP,UNITED STATES,International,136709.88,410,400.0,Low
Oct-2023,KURTA,NETHERLANDS,International,17226400.84,19825,16867.0,Medium
Jun-2022,KURTA,GOA,Domestic,223643816.0,518560,514856.0,High
Mar-2021,BLOUSE,ANDHRA PRADESH,Domestic,276464.81,658,649.0,Low
Dec-2021,KURTA,ANDHRA PRADESH,Domestic,406324.9,300,273.0,Low
Feb-2025,BLOUSE,NEW ZEALAND,International,273092.4,232,202.0,Low
Apr-2023,KURTA,NETHERLANDS,International,144586.28,166,152.0,Low
Jan-2021,SAREE,PORTUGAL,International,6622350.99,4847,4704.0,Medium
Apr-2022,KURTA,MALAYSIA,International,70637244.72,83314,74456.0,High
Apr-2021,BOTTOM,THAILAND,International,224454.05,385,381.0,Low
Apr-2022,BOTTOM,MANIPUR,Domestic,6840.0,19,19.0,Low
